productId,userId,reviewHelpfulness,reviewRatings,reviewDates,reviewTitles,reviewTexts
B001EU5S9S,"['A21PU11G08TUTL', 'A1P9R031II267B']",2.0,"['5.0', '5.0']","['2009-12-31 00:00:00', '2009-10-28 00:00:00']","['DELICIOUS!', 'Soooooo good!!!']","[""I totally love this tea.  It brews to a beautiful reddish color.  It is very aromatic and beautiful to look at.  It could be potpourri.  I love the sachets it comes in - very elegant.  I just bought my third canister of it this morning.  I have everyone at my office and my friends loving it, too!  Best with honey pearls also sold by White Lion Tea.  And it's organic!"", ""This stuff rocks!!! I've had it at two different spas and I just love it. It's tart and really unusual. A real treat.""]"
B0009QWTMM,['A3MOFX0JORSBIS'],0,['2.0'],['2009-02-03 00:00:00'],"['Jittery, lacks body']","['I had high hopes when I ordered this tea, as years ago in San Francisco I used to buy a lovely rose black in Chinatown which was my favorite tea ever. Unfortunately, this blend lacks body and is very high in caffeine. I prefer the opposite, a full-bodied tea I can brew strong without sending my blood pressure through the roof.  But for someone who wants a light tasting tea with a powerful caffeine punch, this might be a good choice.']"
B001CWZXIY,"['A2MUGFV2TDQ47K', 'A1UKN7G4AM275R', 'AG6QH4P56CRIO', 'AGNN7H5MJ6SBQ']",4.0,"['5.0', '5.0', '5.0', '5.0']","['2009-11-29 00:00:00', '2009-07-31 00:00:00', '2009-11-04 00:00:00', '2009-06-19 00:00:00']","['High Quality My Dog Enjoys and My Budget Does Too!', 'This is great dog food!', 'My dogs love it!!!', 'Very Good']","[""My doggie really likes Newman's Organic better than some other dog foods pet and big-box stores sell. My budget doesn't like Newman's Organic as much as Harmony Farms. It's the compromise that keeps the doggie AND my budget happy.  Because he eats it heartily, I don't worry that he's getting enough high quality food.  Otherwise he won't eat his food and he'll graze in the trash seeking egg shells and bones to fill the void.<br /><br />There's no barfing, digestion problems or accidents. High Quality food means good digestion, a shiny coat, high energy, bright eyes and a good attitude WITHOUT tons of additional elixers, treats or vet bills. A definite cost effective WIN"", 'A few years back, prompted by the death of one of our dogs due to an inoperable brain tumor, I switched my dogs to foods without corn.  I was convinced, right or wrong, that my animal died needlessly because of an over usage of steriods prescribed to cure her constant ear infections.  I believe, again right or wrong, that the recurring ear infections were caused by an allergy to corn...which turned out to be the main ingredient in her food!  Sorry, I\'ll get off my soapbox and address the issue at hand...I found this food by accident.  The only type the store had was the weight loss formula.  Turns out my dogs love it!  I haven\'t seen them so spunky and full of energy.  I\'ve got a coon hound and two jack russells (mine are not the ""bounce off the wall kind"", mine are mellow, laid back kinda dudes!)  They gobble this stuff up and seem to stay full...no more begging in the kitchen than normal! Everyone\'s skin seems smoother, eyes are brighter, heck, I think I\'ll go have a bowl!  All I can say, is if you are looking for a good quality dog food, this is the one for you.  YOU WILL NOT BE DISAPPOINTED!', ""Had been feeding my 3 hounds Purina One (which they liked) and thought I'd try this since it's not much more and I liked the ingredients. They LOVE it and I plan to order more in the future!"", ""The main ingredients in this dog food are so much better than the ingredients in the common grocery store brands, and it tends to be less expensive than specialty brands.  My dog's coat looks shiny and he seems much healthier since we switched to this food about a year ago.  The other nice thing is that Target sells this brand, so if you ever find yourself at the end of the bag and you haven't ordered more in time, you can stop by Target.""]"
B001RVFDOO,"['A30G6Q3WKQ2ONS', 'A274W6DANB1AQ8', 'ADNKJPDYEMNNX', 'A2K5BNVW2P3F5L', 'A3QUY8I59F4D88', 'A9IWCECTCTPHV', 'A2HSNTEN5G4JTO', 'A9F30PWETQV2M', 'A1TSF50330ML7P', 'A12WK0RR80JDE7', 'A3Q5YKYYGO5X1S', 'A273UBXROV2U0O', 'ANVRMQJ63OS7K', 'AXNF1NXMMGQNR', 'A3EJZJXGIFQPY4', 'A3TWGCRWVP0DML', 'A1I1KUG1VL51S1', 'A1L3ITQBGVI3YW', 'AVP3I6MPAICQG', 'A30RDPQMNFVSLO', 'A2Q92L8J315T1B', 'A118FLR1Q37TGF', 'ATL9DOGVXPOEE', 'A2T1NDDE2Z2OAK', 'A12J4UUXUX055S', 'A1MHODPPLHDLZ7', 'AAQM21NOY7CI6', 'A306153FTKS9PL', 'A3DQNEH3JQFE3B', 'A2F97WK6OAHL2D']",7.712283425956195,"['5.0', '5.0', '5.0', '2.0', '5.0', '5.0', '4.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '5.0', '4.0', '5.0', '5.0', '3.0', '5.0', '5.0', '5.0']","['2009-10-17 00:00:00', '2009-05-29 00:00:00', '2009-10-07 00:00:00', '2009-12-28 00:00:00', '2009-12-26 00:00:00', '2009-12-26 00:00:00', '2009-12-26 00:00:00', '2009-12-26 00:00:00', '2009-12-26 00:00:00', '2009-12-21 00:00:00', '2009-12-18 00:00:00', '2009-12-18 00:00:00', '2009-12-09 00:00:00', '2009-11-22 00:00:00', '2009-11-04 00:00:00', '2009-10-31 00:00:00', '2009-09-24 00:00:00', '2009-09-20 00:00:00', '2009-09-19 00:00:00', '2009-09-18 00:00:00', '2009-07-10 00:00:00', '2009-06-28 00:00:00', '2009-06-22 00:00:00', '2009-06-16 00:00:00', '2009-06-11 00:00:00', '2009-12-26 00:00:00', '2009-07-28 00:00:00', '2009-12-17 00:00:00', '2009-10-08 00:00:00', '2009-10-08 00:00:00']","['Yum!', 'Awesome Chips!!!!!!!!!!!', 'Popchips RULE!', 'Beware hidden ingredients', 'Excellent Product', 'Pop Chips - Better tasting and Better for you than regular chips', 'Pop Chips', 'Popchips 6 Flavor Variety', 'Popchips', 'Yummy!', 'Great Natural Potatoe Chips With Low Calories!', 'Taste great', 'Love at first bite', 'Fantastic Product !!!!!', 'Sooo tasty', 'absolutely delicious', 'Healthier, better tasting option', 'Deliciousness for little calories!', 'Healthy yum.', 'Excellent!!', 'Popchips - The perfect snack to pop in your mouth', 'LOVE THEM', 'crunch without guilt', 'great taste now in a 100 calorie bag', 'Love this product!!', ""Good but didn't receive what was ordered"", 'Low calorie snack', 'Tasty potato chips, low in calories, great flavor', 'Love, love, love these chips!!', ""All the taste, but where's the fat?""]","[""I was on the fence about buying these for months. I read the reviews and were impressed by them but, the possibility of being stuck with 24 bags of chips I hated made me nervous. This was my first food order from amazon and I am glad I picked this product to be. I absolutely love these chips. I deiced on the variety pack to start with in case I didn't like one flavor had others I could eat. Turns out though I enjoy them all.<br /><br />They are thicker than your normal potato chip with a great crunch and more of an airy texture. One bag fills me up as a mid-day snack. The flavors themselves are a bit bolder than you would expect from a chip. For me this was a good thing. I would have to say the bbq is my favorite. The flavor reminded me a lot of lays bqq but a bolder version of it, the sweet bqq flavor with a bold kick at the end. My bags had very few broken chips in them. Everything about this order was great.<br /><br />My father was around when I was trying my first bag, making fun of them cause they were healthy. I offered him one and he accepted probably to do some dramatic spitting it out and eww effect. He looked at me confused once he ate it, promptly took the bag out of my hand and walked away with it. This is a man who HATES anything healthy, but shows how good the flavors are.<br /><br />I will definitely be buying these again."", ""I picked up a 3 oz bag of the Salt and Vinegar chips last weekend at Wegman's and in a blink of an eye, the bag was GONE.  Very nice vinegar flavor.  Bad side was in a blink of an eye they were gone which is not good for portion control.  I ordered the variety pack in .8 oz size (single serving) to help with portion control.  Most of the flavors I like - but fair warning, the parmesan garlic is VERY garlic. Love the salt and pepper.  With 100 calories a pack, what a nice change from baked chips.  Try it - you will like it."", 'Popchips are really, really good! Don\'t expect a regular old, greasy potato chip, but DO expect something equally AWESOME that stands on its own. Popchips don\'t leave any funny residue in your mouth like some other ""diet"" chips, and they don\'t have a lot of fat and calories - only 100 cal. per single-serve bag! I got the variety pack, and liked every one of the six flavors - some better than others (because I\'m not a big fan of cheddar chips by ANY maker, so these were as good as any), but all were good, most were GREAT. Even non-dieters who tried them liked them. It seems like they cost a bit more than the average bag of chips, but maybe that\'s because I had to buy a case. Even so, they\'re worth it if you\'re fighting the battle of the bulge and want a lo-cal indulgence you wouldn\'t otherwise be able to enjoy. My recommendation', 'I hate to type this, because there are so many people that really enjoy this product, but take a look at the ingredients in this so-called ""all-natural"" product. I have the cheddar cheese flavor right in front of me, so that is the only flavor I can vouch for right now.  About halfway down the list of ingredients you\'ll see ""yeast extract."" Unfortunately, this is the new MSG.  Many people are still unaware of this fact and ""natural"" food companies are taking advantage.  It is a chemical flavor enhancer whose potential side effects are very scary.  Google ""MSG yeast extract"" for yourself, or check out [...].', 'These chips are very good. Wish we could purchase them in our area. Great chance to try them in this offer.', ""These are better than any low calorie chips I've ever had, and I prefer them to normal chips. They are wonderful. Oprah even loves them.  I would buy this box again, and probably will, because I LOVE that these are 100 calorie packs. The barbeque and salt and vinegar ones are AWESOME."", 'They were not bad tasting...........they served the purpose that I wantned with a sandwich nice and crunchy', 'These chips are delicious and each bag only has 100 calories.  They are not fried but just baked and come in 6 different flavors.  For anyone who is dieting but loves potato chips these are great.', ""These are the best chips ever and what a great swap for all the fat and calories of regular chips.  Not to mention that they come in single servings so when you eat the WHOLE bag it's ok!!!  Great product and I would highly recommend it anyone."", ""I originally found these at a Target out of my home town. I fell in love with them as part of my Weight Watcher's plan. They are a good snack alternative when I crave something salty. I could not find them where I live so I purchased them from the Pop Chips web site which took me through Amazon. Yummy!"", ""This is one of the best new products I have ever tried in a long time.....These are delicious chips, they taste like chips, ( not styrofoam) and are all natural !<br />The Barbeque are outstanding, as are the plain, sour creme and onion, salt and pepper. I don't love the Cheddar or the Salt and vinegar, they are a bit strong.<br /><br />If you are on weight watchers each bag is 2 points, and are a great find to cover the crunchy/salty crave, If you are not on weight watchers, you will still enjoy them. My husband loves them, my co-workers love them, kids love them. They can not believe their Mom is allowing them to eat a bag of chips a day!<br /><br />Overall an excellent product !"", 'These taste wonderful!  Guilt free if you can stop at one bag.  Will definitly buy again!', 'Love, love, love these crunchy little treats.  They remind me of ""Munchos"" but without the greasy tounge afterwards.  I don\'t usually like flavored snacks, but these are all great, not overwhelming and no gross aftertaste.  I subscribe to them so I will never run out', ""What's to say - Pop Chips are great!!!  Kudos to the PoP Chip makers."", ""I really liked these chips.<br /><br />They came recommended from my friend and I really like them. The variety pack is great to try all of the flavors - although there were some I wasn't so fond of.<br /><br />The cheddar, bbq, and salt/pepper chips are great. The traditional ones are get this.... traditional. No excitement there.<br /><br />The chips are great - my brother still asks if I have any around the house but I haven't yet purchased them again.<br /><br />Hint"", ""I love these chips so much... and I can't get over how delicious each variety is!! The price here is AWESOME too!"", ""I picked up a few bags of these at my local HEB and couldnt help but consume half of a bag in a day. The entire stock didnt last even a week for me.<br /><br />Many chips say they have a bold flavor but they never deliver. These, however, do. I tried the Garlic Parmessan chips and the first things I thought was how strong and delicious the parmessan was.. shortly followed by a garlic flavor. Combined with a sharp crunch, I cannot have enough of these chips. I'm almost afraid to buy a 24 pack because I know they won't last a month.<br /><br />It also helps that these things are pretty healthy for you. I mean, they are a potato crisp so you can't be entirely guilt-free... but I don't knock myself for going to town. I just avoid the potato chip aisle these are on when I need to lay low on the snack foods ;)"", ""These chips are incredible! Enough can't be said about them. They are better than potato chips and without the guilt of fat and calories!"", ""I love these chips! They always make a great healthy snack when I'm stuck at work with just the vending machine for sustenance."", 'Love these pop-chips! The variety bag was a great deal, especially with the $5 off.  Tasty, low fat- just what I needed as a healthy alternative for a great price. I highly recommend these!', 'I love Popchips!! They taste great and they do not have all of the fat that regular chips contain.  I was introduced to the wonderful world of Popchips several months ago and I have not looked at regular chips the same.  I do not consume copious amounts of potato chips, however, I do occasionally pack my kids lunch with the salty tubers. My family enjoys the Popchips so much, that I purchased a variety pack of 24 (0.8oz bags) from Amazon.  They taste very good and the texture is wonderful, although I will admit they are a bit salty.  I really enjoy the salt and pepper flavor the best, with the salt and vinegar coming in a close second.  Make sure you have a large glass of water as you are consuming these popped treats, because as I stated before they are quite salty. I highly recommend these for individuals who eat potato chips and want a somewhat more healthy alternative.', 'Love All THE FLAVORS!!!!! JUST THE RIGHT SIZE PACKAGE AND TASTE GREAT!!!!! GIVE THEM A TRY YOU WILL LOVE THEM ALSO!!!!!', 'I discovered Pop Chips a year or so ago, and my whole family LOVES them!  We are partial to crunchy, salty snacks (like potato chips) but hardly ever get them because of the calorie overload.  These are a perfect substitute!  Great to tide you over between meals, or with a sandwich, or a movie-watching snack.  The small size bags are perfect for NOT getting too carried away, too!', 'I love popchips, The bag now has only 100 calories. and it bit smaller but If you are craving pop chips without the fat and still taste great. These are for you. A bit pricey but worth it.', 'I heard of these through my weight watchers magazine. They a had a $5 coupon code so I figured ""what the heck!"". WOW -- pop chips are amazing - every flavor is AWESOME! I particularly liked the salt & pepper. If you want crunch and flavor - these are for you!!', 'The chips are good with fast service but I ordered a case(24) of Popchips 6-flavor Variety Pack and received 24 bags all Barbecue flavored.', ""I'm not as crazed about these as everyone else, but for a low-calorie snack, they're fine.  They certainly don't do much to curb the appetite though. I'm typically just as hungry after finishing as before - not like with Protein Chips (also available through Amazon)."", 'I am potato chip-addicted. I don\'t only enjoy potato chips, but I also enjoy any type of potato product. This product really hit the mark for me.<br /><br />I consider these a full-fledged snack. Each bag is packed with chips. They are moderately seasoned, and full of flavor. The consistency is slightly like a popcorn cake -- but they\'re crisp and crunchy, not puffy. They have a distinct potato taste.<br /><br />The best part? Each bag clocks in at only 100 calories! And I repeat -- these are not a simple ""100 calorie"" snack. What you get here is a full bag of chips. What\'s great about the content vs. calorie content is that these are perfect to accompany your lunch without feeling guilty about eating a 200-300 calorie bag of chips.<br /><br />My personal favorites were the Sea Salt and Vinegar and the Original. The barbecue flavor is sweet, not smoky. The Salt and Pepper, Cheddar, and Sour Cream and Onion flavors are standard fair. But the chips are adequately and evenly seasoned and I did not notice differences in seasoning from one chip to the next.<br /><br />These are a great product, well manufactured, and a treat to eat. I\'ll definitely buy more of these in the future.', ""Wow, these chips are delicious!<br /><br />They're low in calorie and carb count. I can actually have a salty snack without feeling guilty about it and the taste is better then unhealthy oil-smothered grocery store chips.<br /><br />The sour cream & onion, salt & vinegar, and cheddar are my favorites!<br /><br />If you're weight conscience, want something healthy, or just want something that tastes good, buy these chips! You won't be disappointed!"", ""This doesn't taste as addicting as the real fried potato chips, but it's still very good.<br />Considering it's low in calories and it's only popped..  it taste much better than the ones that are freeze dried.<br />These pops taste as light as the rice crispy treats, but with a good amount of flavor and crunch.<br />I like it, a small little pack that you can just grab when you feel like having something quick.<br />I keep then in my room in case if I ever get the cravings for chips.<br />All the flavors that come in are good too, no complains.<br /><br />The package also arrived fast and it's pretty cheap, I would recommend people who is watching calories to get this!""]"
B0016PKA1C,"['APHB4GY5WEVOP', 'A1TPHJAGEOQZQJ', 'A25BFBLWO5E43U', 'A38QPFGJOQCD2W']",3.4166666666666665,"['5.0', '5.0', '5.0', '1.0']","['2009-06-14 00:00:00', '2009-06-15 00:00:00', '2009-06-16 00:00:00', '2009-05-03 00:00:00']","['WORKS FOR ME AND SAVES ME $$$$', 'This thing is great!', 'Stylish Saver', 'Caveat emptor! Disappointing']","[""This product works great for me.  I hate spending money on herbs just to use a little and have the rest go bad shortly after.  I put some herbs (mostly basil) in here and they were fresh for a few weeks!  No leakage probs either, the bottom is clearly labeled to twist to lock and the plug stays flush.<br />This thing has already paid for itself in money saved and looks pretty cool in my fridge and on the counter when I'm ready to cook."", 'I have had my herb savor for a few weeks now, and I was waiting to write a review until my herbs went bad, so I could tell you how long it takes, but it never happened. For the first time ever, I used all of the herbs before they went bad. I have not had any problems with leaking. Everything closes up nice and tight on mine. Plus, this thing just looks really cool!', 'I am a college student who loves to cook and this was given to me about 4 months ago. I am so impressed with its ability to keep my herbs fresh for such a long period of time. It not only gives more options when I am cooking by having fresh herbs available, but also, its easy to clean, and stores easily in my small fridge. I really think this is a must have product for EVERYONE!<br /><br />And if interested in a larger one, I attached a link to the company site (Prepara), where you can see all their cool and innovative products.<br /><br />[...]', ""I've been told that the refrigerator of the future will have herb/vegetable/salad bins inside to grow vegetables and I thought the Prepara Herb Savor Pod looked like the perfect precursor. Wrong. The detachable bottom comes loose continually and leaks water everywhere. Similarly, the plastic plug at the back does NOT hold. A good idea, a nice-looking product, but poorly executed. Refrain from purchasing -- plastic bags are MUCH, much better.""]"
B000F4EU52,"['A38DUAG2FRUMBK', 'A36WGHR8TO5DKT', 'A374MHJO2OR1S4', 'A2UK61LFJ2MMHR']",3.3555555555555556,"['1.0', '5.0', '5.0', '5.0']","['2009-06-04 00:00:00', '2009-04-09 00:00:00', '2009-01-08 00:00:00', '2009-02-02 00:00:00']","['Not Safe!', 'Great Option for Keeping Fruit at Work', 'Great Dessert!', 'Best canned fruit I have ever eatten']","[""After reading a previous review I carefully inspected the cans when they arrived. The cans were immaculate and very clean so I felt relieved. After cooling in the fridge I ate the first can. The fruit was very mushy and not attractive to look at and frankly a disapointment but did not taste rotten per say. Only minutes later though my mouth felt like acid was eating at it and was very painful for hours even after washing out my mouth. I eat much canned and fresh fruit and this was a first for me. Only days later my teeth and gums were infected and I had to go to the dentist for the pain was so bad. He found infection and I had to undergo a treatment of antibiotics and painkillers before I was finally ok again after about 2 weeks. SHEESH! Needless to say I threw out the remaining cans of fruit! The problem must be at the source as the cans and packaging were 1st rate and shining clean. Quality control must really suck. I'm all for natural but great care must be taken so contamination is avoided. This is a foreign product and their health standards may be lacking there. I would stay far away from this stuff if you value your health!"", 'I was amazed at how good this is for canned fruit (which I normally won\'t touch).  In particular I adore papayas and mangos.  The fruit juice instead of syrup is also very nice.  The easy pull-top on the can makes this a great item to stash in my desk drawer at work, so that I can have a fruit snack easily even if I was too busy or forgot to bring lunch.  So far I haven\'t gotten a can that had any problems.  The watermelon isn\'t crunchy - of course not! - but it\'s good, and certainly not ""slimy"".', ""This is great chilled and topped with fresh whipped cream.  It is my husband's new favorite dessert.<br /><br />I don't find the texture off-putting.  Of course, is isn't as crunchy as fresh fruit, but the taste is great.<br /><br />If I can get my husband to eat fruit instead of ice cream it gets an A in my book!"", 'My 1 yr old Granddaughter, and I cannot get enough.<br />and it is good for you!']"
B001HBTGI8,"['A2G7BCXIH2RDBB', 'A2MND5PX55LHXL', 'A2U8ACSYDKRX1W', 'A36NV56UEUTJMH']",4.0,"['4.0', '5.0', '5.0', '4.0']","['2009-07-06 00:00:00', '2009-03-30 00:00:00', '2009-07-01 00:00:00', '2009-12-08 00:00:00']","['So much easier!', 'makes a quick,tasty martini', 'Dirty Martini Olive Juice', 'A good dirty martini']","[""I'm a big fan of the Dirty Martini - but I simply can't eat enough olives to keep up!<br /><br />Love this stuff - Not quite as tangy as Dirty Sue, but still very vibrant."", 'We have reorderd this product many times...makes a great dirty martini..delivery is prompt, product well packed', 'This is an excellent product.  We always ran out of olive juice before we ran out of olives when making dirty martinis.  Now we have a terrific source for great tasting olive juice and our dirty martinis have never been better!', 'the last case (a different brand)we ordered from Amazon was so terrible we threw away the entire case.  However, the Boscoli brand is very good and we can enjoy a good dirty martini.']"
B000F52NU0,['A3BEH4MVSZ7G82'],1.0,['5.0'],['2009-05-05 00:00:00'],['OUTSTANDING WERITHERS CANDY!!'],"[""GREAT CANDY AS ALWAYS FROM WERTHER'S ORIGINAL CANDY, HARD OR CHEWY CARAMELS ARE BUT TWO OF THE CANDY THEY MAKE THAT IS OUTSTANDING. IT SEEMS THAT YOU CAN NOT KEEP IT IN STOCK AND ARE ALWAYS OUT OR JUST HAVE A BAG OR TWO LEFT TO SALE.""]"
B001E5E29A,"['A3LJEMOVJE28OR', 'A3CLWZGMC7M9Z1', 'A13CUVB0LKBTB0', 'A2F8NAPZ1Y16T0', 'A2ZH40CYNLOB64', 'A2XUYFBCXRO21E', 'A1TP9URWVDW3N', 'A2TRVDNMEA01HQ', 'A3HXF3GVPBQ5B']",7.163333333333332,"['5.0', '4.0', '5.0', '5.0', '5.0', '5.0', '5.0', '4.0', '5.0']","['2009-03-17 00:00:00', '2009-08-19 00:00:00', '2009-07-06 00:00:00', '2009-12-10 00:00:00', '2009-12-15 00:00:00', '2009-11-24 00:00:00', '2009-10-22 00:00:00', '2009-08-10 00:00:00', '2009-01-14 00:00:00']","['Stonewall Kitchen Pancake and Waffle Mix Is Grrrrrreat!!!', 'Good Basic Mix', 'Stonewall Pancake Mix', 'Farmhouse Waffle Mix', 'Stonewall Pancake and Waffle Mix', 'Excellent choice for Belgian Waffles', 'Great Waffle Mix', 'Good but not great', 'Delicious, makes a great gift']","[""I have been making Belgian waffles using the Stonewall Kitchen Farmhouse Pancake and Waffle Mix for over three years.  My waffles are undoubtedly the best ever!!!  I like my waffles light and crisp - I can't stand a heavy soggy waffle. These just melt in your mouth.  I have made homemade waffles, but I have yet to find anything that can compare to this mix."", ""I was expecting great things based on the reviews. While it IS good, it's not great. I believe my waffles made from Bisquick were just as tasty as these, and this costs quite a bit more. The instructions ARE very easy to follow though, and I DO like the canister for storage."", ""My family absolutely loves this pancake and waffle mix. The texture and taste is the best out there, especially when using our waffle maker. You can add fruit and other items to the mix and be as creative as you wish. Your price is great and delivery can't be beat. We recommend it to everyone!!"", ""Makes very good, light waffles. Seems to be exactly the same as Carbon's Golden Malted waffle mix. Only this is more expensive."", 'Bought this mix along with the Cuisinart waffle maker.  Delicious.  We followed the directions and it made only one Belgian waffle.  The next time we doubled the recipe and it came out the right amount.  Good flavor and easy to use.', 'I have a Waring belgian waffle maker and was looking for a good batter to use. I tried this based on reviews and with add my strong recommendation for this mix.<br /><br />It was very easy to make and the waffles had a wonderful flavor ... loved the malt flavor that came through.<br /><br />I will definitely be buying more when the current mix runs out.', 'This mix makes great tasting waffles.  A little extra work and expense but worth it.  Need to stretch the recipe a little bit to make 2 full waffles on my new Presto Flipside Belgian Waffle Maker.', ""Heavily touted by the reviews, decided to try.  Mix is good, but not great.  Probably wouldn't buy again."", ""This is the best pancake mix!  I've sent this to several people, and they all love it. The two-pack makes a nice little gift.""]"
B000EPP56U,"['A379YDTPAAOKDS', 'A1C11J6J53SEHJ', 'A1TFP53AZ4WDW6', 'AJSTGUC7GWMWD']",2.0,"['4.0', '4.0', '5.0', '1.0']","['2009-08-20 00:00:00', '2009-01-11 00:00:00', '2009-10-08 00:00:00', '2009-06-14 00:00:00']","['Excellent non-gluten product', 'Mmmmmmmmm', 'Great Snack', 'Wrong product']","[""This is an excellent product for the non-gluten diet.  They're good alone as a snack, or you can make a light meal with them by using these rice crackers as a base for spreads or little crispy sandwiches.  Excellent substitute for crackers containing gluten.  Only criticism - wish the price would come down."", 'Not as good as Sesmark Savory Rice Minis, but these are available at least. They are VERY good. More healthy than potato chips and a bigger crunch. Mmmmmmmm . . .', ""Bottom line, these crackers are a great snack.  Ordering by the case saves some money compared to the $3.45 charged locally.  Whether plain, onion, or sesame (I've never tried the wasabi) these are a low fat, reasonable calorie snack eaten either plain or with something on it.  The only sad thing is that I first ordered them in 2008 for $21 per case."", ""I ordered Ka-me rice crunch crackers, plain. I received Ka-me gluten-free rice crackers, original, all natural.  Unfortunately, they have soy products in this cracker and therefore I can't eat it.  This looks different from the picture that came with the crackers I ordered.  Apparently I can't return the box of crackers.""]"
B000EGX2E6,['A371DBCIG24BSL'],0,['5.0'],['2009-02-02 00:00:00'],['Best way to eat Sunflower seeds!'],"['These are my most favorite nut snacks. Sunflower is my absolute favorite, but the almond, cashew (very buttery and rich), and seasame are really great, too.  Have given as gifts and everyone follows up to ask me where they can buy them.  Great for the kiddos, too!']"
B000EPP56K,['AO1HIVTUCQZQ2'],0,['3.0'],['2009-08-24 00:00:00'],['Not Real Peanut Satay'],"[""This is NOT real peanut satay but for the price it is not bad. I like to get these and keep them in my desk at work for the days that I don't have time to go out to lunch. These are really easy to make; just mix together the cooked noodles and the bag of sauce and microwave for about 2 minutes. You will not get a restaurant quality meal out of this but it is decent for just over $2.00 a box. The box says it is 2 servings but if you are not mixing in any meat or anything, it really is only 1 serving.""]"
B000LRKO9E,['ABQ0AV72S4Z8Q'],0.8888888888888888,['5.0'],['2009-05-28 00:00:00'],['Wonderful condiment'],"['The pomegranate molasses arrived on time and in good condition.  I encountered this as an ingredient in a Mollie Katzan cookbook and it did not disappoint.  We thinned it just a little with warm water and used it as a side sauce for roasted asparagus at a barbecue, and got many rave reviews from our guests, vegetarian and non-vegetarian alike.  I recommend both the vendor and this item.']"
B002RKGEII,"['A1XHUNV8QE5CHM', 'A2AMNJBGHKPZ65']",2.0,"['4.0', '5.0']","['2009-02-05 00:00:00', '2009-04-11 00:00:00']","['Krinos Tahini', 'Best Tahini I have ever had. And we buy a lot of it.']","['This was a very good puchase. The shipper was very fast and very friendly. The Tahini was very fresh and of good quality. I will order again.', 'We love to make Hummus, and love to make sandwitches, salad dressings. One of our kids favorite foods is Tahini over cold Undon Noodles.']"
B0007T3V82,['AJ0565CVECQ3M'],0.0,['5.0'],['2009-11-30 00:00:00'],"[""Everything Iv'e ordered so far.""]",['I have nothing but good service ever since I started ordering from amazon.com.  Keep up the good work.']
B000ARTNR4,['A3NHUQ33CFH3VM'],0,['2.0'],['2009-09-09 00:00:00'],"[""Solves Colic Within One Day - But It's Corn Syrup-Based""]","[""If your newborn cries inconsolably, you should try a lactose-free formula right away even though they're so expensive. However, the ingredients may not look so good.  It's important to shop around if you're going to use a lactose-free formula. Lactose-free formulas always are the most expensive and this one is loaded with processed corn syrup solids.<br /><br />From Wikipedia""]"
B00182I57O,['A20UK2XTOPD27G'],1.0,['5.0'],['2009-07-16 00:00:00'],['Extraordinary!'],"[""This mild semi-soft/soft cheese has a range of subtle flavors that I have yet to find elsewhere.  The price is worth it, though I can't afford to order it often, but the combination of this cheese with a really good white wine is truly a culinary delight!""]"
B0002Z9BF8,"['A18RTEG9VI5BNY', 'A383XURHVF8ON6', 'A2FWR52M3CV4SO', 'A2JCKLHCJI1DLN']",3.0,"['5.0', '5.0', '5.0', '2.0']","['2009-05-01 00:00:00', '2009-06-24 00:00:00', '2009-01-30 00:00:00', '2009-05-11 00:00:00']","['Charlee Bears', 'I feel good about giving these treats to my pups', 'Great low calorie treat for overweight dogs or for training treats!', 'Dog Treats']","['Awesome little snack treat for your favorite pup/dog.  My two pekeingese just love these.  You can use them for training as well as just a treat.  They come in a variety of flavors.  My pups like the liver the best.  For senior dogs, these are perfect if they don\'t have the ""jaw"" power or teeth use anymore.  They are easy to carry so you can treat your dog whenever you want to for example on a walk around the neighborhood.  They are just 3 calories each so you don\'t have to worry about their weight.  Absolutely recommend these to every dog owner!', ""These are a hit with my pups, and for the price and 3 calories a piece, they can't be beat!  They're great for training in addition to putting them into food puzzle toys to keep them occupied.  I also provide a steady supply of these to my youngest pup during nail clipping as he has quite a bit of anxiety and these treats totally take his mind off of the scary clipper at his toes.<br /><br />First ingredient is wheat flour, so if your dog happens to be allergic to wheat these won't work for you.  My dogs aren't allergic, nor do these treats give tummy problems, so I'm happy!  Ingredient list is short, that's another plus, it's not a long list of artificial this and that.<br /><br />I give my pups both the liver flavor and the cheese/egg flavor to mix things up a bit.  The cheese/egg ones even smell like cheese, yum!"", '<a href=""http', 'The treats were ok,my main complaint is they were small about the size of a lifesaver.Which made it hard to give them to my medium size dog as a treat.One treat just di not do it.This package should be labeled for toy or small dogs.']"
B000E5C1YE,"['A316CV1WH3U5C5', 'AIPBPZT9QR9CC']",1.5,"['5.0', '5.0']","['2009-10-13 00:00:00', '2009-06-17 00:00:00']","['Exactly what I ordered, plain and simple', 'great product at a great price']","['If you like SweeTarts and you want them in a bulk amount, this product is for you. The SweeTarts came perfectly sealed and in excellent condition. There are no downsides.', 'I used these for my sons bday party as one of the sweet treats to have out.  they are great, the kids all loved them and the price was fabulous, way better than purchasing elsewhere.  the item came as described and was fresh.  Thank you amazon.com']"
